"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"FBgn0031664","FBgn0031664",0.710017465770868,0.999999795904049,-46.36205987839,-47.8295238771452,7,2,787.365824411341,0,0,FALSE
"FBgn0031670","FBgn0031670",0.867901224105887,0.999999795904049,-54.2851638312651,-55.2161270625174,7,2,3824.13560933657,0,0,FALSE
"FBgn0031673","FBgn0031673",0.422463619790404,0.813193588971214,-48.5539849237456,-51.0271565077227,7,2,895.197735450879,0,0,FALSE
"FBgn0031675","FBgn0031675",0.029874059775575,0.15996045314631,-38.3726221038526,-44.5652344996953,7,2,137.74306126978,0,0,FALSE
"FBgn0031676","FBgn0031676",0.968469592380172,0.999999795904049,-43.8908963068405,-44.3528309735749,7,2,800.087086884719,0,0,FALSE
"FBgn0031677","FBgn0031677",0.0622774619190863,0.239980038161246,-38.1264251487453,-43.3757612268498,7,2,120.876264500032,0,0,FALSE
"FBgn0031678","FBgn0031678",0.0604564676038781,0.235312882897473,-35.7144325682787,-41.002634285644,7,2,94.1896923186735,0,0,FALSE
"FBgn0031681","FBgn0031681",0.354342971994656,0.734476038816903,-56.2123088546131,-58.9787992391762,7,2,2197.66277963625,0,0,FALSE
"FBgn0031682","FBgn0031682",1.90719113451936e-09,2.64400893718219e-07,-42.7944299214176,-67.4554004909777,7,2,1022.22483413491,0,0,FALSE
"FBgn0031683","FBgn0031683",0.365218472828067,0.746974738027841,-50.0539161106006,-52.7710007205829,7,2,1497.65622400856,0,0,FALSE
"FBgn0031684","FBgn0031684",0.942454880186952,0.999999795904049,-53.6572765659973,-54.2697852975431,7,2,2042.54225593595,0,0,FALSE
"FBgn0031688","FBgn0031688",0.223803284801586,0.550737011211215,-33.6650089932118,-37.143872183562,7,2,97.7507034914176,0,0,FALSE
"FBgn0031689","FBgn0031689",0.00574037565243112,0.06875934069482,-59.3601562743144,-67.5704639680071,7,2,2394.29493087777,0,0,FALSE
"FBgn0031690","FBgn0031690",0.0322924246773081,0.165808041925804,-58.1542332059236,-64.2485535447295,7,2,2268.44225812622,0,0,FALSE
"FBgn0031692","FBgn0031692",0.306493372888058,0.672546655254441,-49.1552375966167,-52.1538278046609,7,2,896.041275342506,0,0,FALSE
"FBgn0031693","FBgn0031693",0.501304153410819,0.89657181709775,-62.4882943718804,-64.6592695308301,7,2,3317.87908449712,0,0,FALSE
"FBgn0031694","FBgn0031694",0.017502843887707,0.121927771201827,-50.5053618042892,-57.364408827352,7,2,765.219239620099,0,0,FALSE
"FBgn0031695","FBgn0031695",6.38397853442621e-08,6.12249776979697e-06,-50.3478029416068,-71.2614427811209,7,2,1805.99356524324,0,0,FALSE
"FBgn0031696","FBgn0031696",0.939976006711977,0.999999795904049,-47.597683485512,-48.2227616585052,7,2,970.85546030625,0,0,FALSE
"FBgn0031698","FBgn0031698",0.00538244027018756,0.0663423667809562,-51.5264092661603,-59.8134804450788,7,2,1568.30947260253,0,0,FALSE
"FBgn0031700","FBgn0031700",0.47109064596218,0.865871780619905,-45.0705998494104,-47.3536417064745,7,2,934.957728388302,0,0,FALSE
"FBgn0031701","FBgn0031701",0.000454845815018192,0.0123988927049481,-38.0721536494216,-49.2328020075879,7,2,111.633699649977,0,0,FALSE
"FBgn0031702","FBgn0031702",0.00125258866575979,0.0260315303526109,-64.6350620384201,-74.6324185899154,7,2,5801.51827314029,0,0,FALSE
"FBgn0031703","FBgn0031703",0.852337667231754,0.999999795904049,-55.0037392067541,-55.9921687723421,7,2,2316.97529783789,0,0,FALSE
"FBgn0031707","FBgn0031707",0.000677406654232828,0.0169982938576489,-39.640721602961,-50.3460025478025,7,2,163.28008891211,0,0,FALSE
"FBgn0031708","FBgn0031708",0.669840064780468,0.999999795904049,-42.8878768205451,-44.4857389986877,7,2,1069.23063162186,0,0,FALSE
"FBgn0031710","FBgn0031710",0.585173580431101,0.970393892535709,-44.1106703177956,-45.9882624019517,7,2,921.82185109197,0,0,FALSE
"FBgn0031711","FBgn0031711",0.102299819240643,0.328311552606939,-53.5927665584348,-58.1800604018367,7,2,1718.01862739348,0,0,FALSE
"FBgn0031713","FBgn0031713",0.971177665382629,0.999999795904049,-52.3116665861071,-52.755012150863,7,2,2480.64129861446,0,0,FALSE
"FBgn0031715","FBgn0031715",0.139088933271461,0.401633995394308,-37.3814958489767,-41.5452184913127,7,2,83.9177866206651,0,0,FALSE
"FBgn0031716","FBgn0031716",0.839709301718938,0.999999795904049,-21.5236818385293,-22.55750016036,7,2,11.6343183030288,0,0,FALSE
"FBgn0031717","FBgn0031717",0.107759705477988,0.339754874150595,-51.1186912354978,-55.6351330720273,7,2,1668.72326167668,0,0,FALSE
"FBgn0031718","FBgn0031718",0.829443891710347,0.999999795904049,-21.7343553469047,-22.8043903059422,7,2,7.35437904178688,0,0,FALSE
"FBgn0031719","FBgn0031719",0.281170902146839,0.637615061058653,-20.7259117870308,-23.8590148498038,7,2,7.07109863699125,0,0,FALSE
"FBgn0031720","FBgn0031720",0.0581626574884607,0.229859873032297,-50.8416686270386,-56.1804199399702,7,2,574.575988085795,0,0,FALSE
"FBgn0031721","FBgn0031721",0.00776182274123353,0.0816621256942846,-47.8638939605913,-55.7128184694335,7,2,476.049643291008,0,0,FALSE
"FBgn0031722","FBgn0031722",0.0546203802173904,0.221468555604637,-55.1891606684133,-60.6097761209006,7,2,1081.8637473805,0,0,FALSE
"FBgn0031723","FBgn0031723",0.0217032373005415,0.135103939979403,-60.7185357633086,-67.3111620624859,7,2,2367.8538029725,0,0,FALSE
"FBgn0031724","FBgn0031724",0.0161128876071507,0.117816740533102,-64.2235277625575,-71.1845018228729,7,2,3566.44027250342,0,0,FALSE
"FBgn0031725","FBgn0031725",0.973035422764303,0.999999795904049,-25.1097693614842,-25.5398718912316,7,2,17.7939249284159,0,0,FALSE
"FBgn0031726","FBgn0031726",0.347850686098769,0.727281664440043,-40.7317083383679,-43.5282322592953,7,2,317.81977551087,0,0,FALSE
"FBgn0031728","FBgn0031728",0.013482676531732,0.107630807752173,-75.4769388382164,-82.6564539476718,7,2,14743.5474772656,0,0,FALSE
"FBgn0031729","FBgn0031729",0.0120768855017963,0.101818271078847,-46.0382327131222,-53.3521341420116,7,2,373.668553206301,0,0,FALSE
"FBgn0031730","FBgn0031730",0.949217863333857,0.999999795904049,-29.7021138314386,-30.2790906830135,7,2,43.2795874924139,0,0,FALSE
"FBgn0031732","FBgn0031732",0.172367554615597,0.464854205003941,-44.2430707774712,-48.1029837235,7,2,155.008371122028,0,0,FALSE
"FBgn0031733","FBgn0031733",0.0567181861427797,0.226065483168574,-51.8157028207042,-57.1872554528352,7,2,706.099978173247,0,0,FALSE
"FBgn0031734","FBgn0031734",0.0763046067890874,0.272871755388065,-66.6945094394359,-71.6757626609001,7,2,6066.06396706024,0,0,FALSE
"FBgn0031735","FBgn0031735",0.236412450676453,0.569553877214676,-26.5033321352455,-29.9003616750723,7,2,15.1873334681086,0,0,FALSE
"FBgn0031736","FBgn0031736",0.999984313718988,0.999999795904049,-41.1117553070535,-41.1312202112979,7,2,537.678871413417,0,0,FALSE
"FBgn0031737","FBgn0031737",0.699966449942641,0.999999795904049,-49.0812990654339,-50.5813619331682,7,2,804.898013561283,0,0,FALSE
"FBgn0031738","FBgn0031738",0.0766485055885388,0.273574401032557,-46.5423090423004,-51.5175852741322,7,2,668.387980088814,0,0,FALSE
"FBgn0031739","FBgn0031739",0.312896619956184,0.681683284989341,-34.0937123670401,-37.0596888209459,7,2,223.59031287572,0,0,FALSE
"FBgn0031740","FBgn0031740",0.950304829517497,0.999999795904049,-39.3231447908367,-39.8942230095814,7,2,369.341190241517,0,0,FALSE
"FBgn0031741","FBgn0031741",0.699020116144687,0.999999795904049,-58.0711708712289,-59.5743026610833,7,2,1267.0890945449,0,0,FALSE
"FBgn0031745","FBgn0031745",0.257525179225519,0.601124058776147,-36.5511067483956,-39.8189415043951,7,2,175.394203659121,0,0,FALSE
"FBgn0031746","FBgn0031746",0.283083446625462,0.640137987669529,-79.3207682198754,-82.4433809703991,7,2,43239.9612195766,0,0,FALSE
"FBgn0031747","FBgn0031747",0.160368893902579,0.442198749985015,-23.4220971941161,-27.3850302634428,7,2,15.0365429513531,0,0,FALSE
"FBgn0031749","FBgn0031749",0.021018155458999,0.133662503090513,-46.1393738997671,-52.7718665191119,7,2,366.86064308892,0,0,FALSE
"FBgn0031751","FBgn0031751",0.089104409704003,0.299913448239291,-68.81076890416,-73.5847564062515,7,2,5612.09294642365,0,0,FALSE
"FBgn0031752","FBgn0031752",0.000563907564599675,0.0147605091282002,-59.4029603959428,-70.3181977079118,7,2,2765.01694925012,0,0,FALSE
"FBgn0031753","FBgn0031753",0.219592061274274,0.543718486642332,-33.6240207175844,-37.1310823432225,7,2,71.1739628163383,0,0,FALSE
"FBgn0031756","FBgn0031756",0.826467202156882,0.999999795904049,-20.9978551069566,-22.0782913131391,7,2,5.86400709602016,0,0,FALSE
"FBgn0031757","FBgn0031757",0.0259633303292822,0.148141218936678,-53.1832008629492,-59.5521215787556,7,2,903.577658481465,0,0,FALSE
"FBgn0031759","FBgn0031759",0.0219502734469728,0.136115026042743,-53.8356424621549,-60.4141892722176,7,2,2526.17866145316,0,0,FALSE
"FBgn0031760","FBgn0031760",0.678067178698665,0.999999795904049,-40.4044190910045,-41.9755393578719,7,2,372.618176085071,0,0,FALSE
"FBgn0031762","FBgn0031762",0.860623142122475,0.999999795904049,-33.2028261838125,-34.1608947657629,7,2,35.2105811645761,0,0,FALSE
"FBgn0031764","FBgn0031764",0.536244996435825,0.928428822820111,-40.834298191767,-42.8803078916918,7,2,389.112304237622,0,0,FALSE
"FBgn0031765","FBgn0031765",0.961786176819911,0.999999795904049,-18.8730075225302,-19.3778172204115,7,2,6.14252587353874,0,0,FALSE
"FBgn0031766","FBgn0031766",0.857409772472615,0.999999795904049,-32.5327516429502,-33.5026546714366,7,2,98.4491760552595,0,0,FALSE
"FBgn0031768","FBgn0031768",0.879570834919269,0.999999795904049,-40.3568863538476,-41.2434128361829,7,2,500.712381171,0,0,FALSE
"FBgn0031769","FBgn0031769",0.504618120679608,0.899137727253126,-41.9900764297357,-44.1490001480639,7,2,395.094088736357,0,0,FALSE
"FBgn0031770","FBgn0031770",0.962422739890688,0.999999795904049,-22.6459597375701,-23.1468456306517,7,2,13.5371226877747,0,0,FALSE
"FBgn0031771","FBgn0031771",0.909532703351529,0.999999795904049,-66.675525304467,-67.4407360707413,7,2,7852.66607804448,0,0,FALSE
"FBgn0031772","FBgn0031772",0.198033675739213,0.509605847751806,-45.3310945621382,-48.9901704294815,7,2,544.807574437313,0,0,FALSE
"FBgn0031773","FBgn0031773",0.994106986775585,0.999999795904049,-42.3058723615594,-42.5266560548649,7,2,566.986049528956,0,0,FALSE
"FBgn0031774","FBgn0031774",0.0873823081721742,0.295752255022186,-48.8203949986282,-53.6205999929671,7,2,821.82107367381,0,0,FALSE
"FBgn0031775","FBgn0031775",0.711015460258206,0.999999795904049,-26.3388674731346,-27.8030937406701,7,2,38.6218251415667,0,0,FALSE
"FBgn0031776","FBgn0031776",0.0951754398669514,0.313525679832786,-38.8754486641651,-43.5605910146072,7,2,430.518839651219,0,0,FALSE
"FBgn0031777","FBgn0031777",0.827881338718947,0.999999795904049,-34.6125778669189,-35.6880780774583,7,2,191.991675641816,0,0,FALSE
"FBgn0031778","FBgn0031778",0.719541680789247,0.999999795904049,-24.5482809059931,-25.9848331811927,7,2,16.6659264846626,0,0,FALSE
"FBgn0031779","FBgn0031779",0.115585422137612,0.354296646403425,-47.0988881498512,-51.5192842544327,7,2,1265.26134145896,0,0,FALSE
"FBgn0031781","FBgn0031781",0.784562164461027,0.999999795904049,-48.2308060031956,-49.4539480527769,7,2,980.6507149539,0,0,FALSE
"FBgn0031782","FBgn0031782",0.429964819273178,0.822320762912949,-40.4520864183284,-42.8950305655385,7,2,297.681324196104,0,0,FALSE
"FBgn0031784","FBgn0031784",0.0352173464256649,0.172851145738765,-57.3776960419399,-63.3621124935415,7,2,1391.38309063593,0,0,FALSE
"FBgn0031785","FBgn0031785",0.0337957040242533,0.169547634449156,-62.6707231983143,-68.7074251343862,7,2,2820.11775490833,0,0,FALSE
"FBgn0031786","FBgn0031786",0.0136944091324738,0.10814001057503,-52.630058234349,-59.7905174942761,7,2,853.218817862697,0,0,FALSE
"FBgn0031791","FBgn0031791",0.815488536259178,0.999999795904049,-26.9585766608849,-28.0770263536814,7,2,32.7857797609167,0,0,FALSE
"FBgn0031799","FBgn0031799",0.00617037110228823,0.0712997623747144,-43.6090888664308,-51.7331257985164,7,2,729.825247374858,0,0,FALSE
"FBgn0031800","FBgn0031800",0.587126737719416,0.971973112029707,-43.120967214587,-44.9919658473348,7,2,422.755637805265,0,0,FALSE
"FBgn0031801","FBgn0031801",2.55990705314929e-05,0.0011713666195489,-64.3852496228131,-78.7756922845012,7,2,7817.02459594891,0,0,FALSE
"FBgn0031804","FBgn0031804",0.00630550975074527,0.072073263289743,-26.5121257540523,-34.610257378525,7,2,25.5204472399517,0,0,FALSE
