"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"FBgn0040153","FBgn0040153",7.64997038832011e-05,0.00296717134009025,-46.4958405017755,-59.6681413910084,7,2,672.508978000899,0,0,FALSE
"FBgn0040206","FBgn0040206",0.00600292393966454,0.0699857960059807,-62.2195702633932,-70.3764840530544,7,2,6029.81242840639,0,0,FALSE
"FBgn0040207","FBgn0040207",0.00509299348156098,0.0644774816716247,-41.2880687828267,-49.6409497600089,7,2,411.088692525975,0,0,FALSE
"FBgn0040208","FBgn0040208",0.0544560748473308,0.220948698931419,-47.4561659649535,-52.8806985978582,7,2,1032.68520563023,0,0,FALSE
"FBgn0040211","FBgn0040211",8.40273311203782e-07,6.19237205446071e-05,-54.5940536633577,-72.7270374809463,7,2,2005.60477166443,0,0,FALSE
"FBgn0040212","FBgn0040212",0.000124919278167802,0.00438375872908663,-51.7135426941045,-64.3362884965263,7,2,1122.50454110785,0,0,FALSE
"FBgn0040227","FBgn0040227",0.577814977858875,0.965230889999996,-63.1346616905491,-65.0371747114252,7,2,6633.06280765572,0,0,FALSE
"FBgn0040228","FBgn0040228",0.964738246973054,0.999999795904049,-38.4494475537617,-38.9357928856452,7,2,325.524343716649,0,0,FALSE
"FBgn0040230","FBgn0040230",0.986335687467207,0.999999795904049,-50.9559140338548,-51.2735063038453,7,2,1668.40174021463,0,0,FALSE
"FBgn0040232","FBgn0040232",0.00676989137516159,0.0749344023992194,-49.7789553005308,-57.7920158475567,7,2,621.744289529864,0,0,FALSE
"FBgn0040233","FBgn0040233",0.973578904209986,0.999999795904049,-49.5187098071394,-49.9448550355192,7,2,1736.68317118055,0,0,FALSE
"FBgn0040234","FBgn0040234",0.92252141168168,0.999999795904049,-52.3056237365689,-53.0137762128118,7,2,1598.68020070649,0,0,FALSE
"FBgn0040235","FBgn0040235",0.927068303634285,0.999999795904049,-40.7920363125338,-41.4793509791496,7,2,614.715435534774,0,0,FALSE
"FBgn0040236","FBgn0040236",0.000146051922273428,0.00501230150900132,-56.025519224463,-68.4725478719925,7,2,2581.94407644057,0,0,FALSE
"FBgn0040237","FBgn0040237",0.35215398598642,0.732785187265753,-60.4009165964554,-63.1774869696536,7,2,3761.40472316187,0,0,FALSE
"FBgn0040238","FBgn0040238",0.00250751208020843,0.041599744250093,-49.9842166805632,-59.1735075939437,7,2,1190.49149887191,0,0,FALSE
"FBgn0040239","FBgn0040239",0.4651889088106,0.861014554020624,-45.0594250638509,-47.3648559114906,7,2,1235.48362145949,0,0,FALSE
"FBgn0040250","FBgn0040250",0.0490707119918705,0.207767798400414,-38.2998653187914,-43.8593716221819,7,2,85.4879207185194,0,0,FALSE
"FBgn0040251","FBgn0040251",0.956498753817015,0.999999795904049,-23.3962870513855,-23.9325950525094,7,2,12.4250949099887,0,0,FALSE
"FBgn0040252","FBgn0040252",0.470805454827561,0.865871780619905,-46.7946567807862,-49.0787765768736,7,2,193.7620932645,0,0,FALSE
"FBgn0040253","FBgn0040253",0.562035333860854,0.951931625102174,-28.4024100238937,-30.3588185082814,7,2,18.9548164382109,0,0,FALSE
"FBgn0040255","FBgn0040255",0.850712225693294,0.999999795904049,-31.6533609253449,-32.6476897729672,7,2,61.8272437435069,0,0,FALSE
"FBgn0040256","FBgn0040256",0.101209448072405,0.326303175664243,-54.0476657804702,-58.6495222496031,7,2,993.935491505692,0,0,FALSE
"FBgn0040257","FBgn0040257",0.0864961892157183,0.293544852198816,-45.3789305027558,-50.1928122244851,7,2,195.643533315706,0,0,FALSE
"FBgn0040259","FBgn0040259",0.0679357817489216,0.253648897510093,-57.5628793531193,-62.6978943284786,7,2,1919.34452436843,0,0,FALSE
"FBgn0040260","FBgn0040260",0.537043224451724,0.929043640817029,-53.1986306285091,-55.2418361215643,7,2,1171.9474385335,0,0,FALSE
"FBgn0040261","FBgn0040261",0.364539212197822,0.746130397484856,-20.5505241679595,-23.2706625026765,7,2,9.59072222251722,0,0,FALSE
"FBgn0040262","FBgn0040262",0.11920777603234,0.362228142362157,-32.0991713869997,-36.4770965500535,7,2,42.9938243470392,0,0,FALSE
"FBgn0040268","FBgn0040268",0.995466887043501,0.999999795904049,-42.5511349832876,-42.7486221705269,7,2,535.682286669103,0,0,FALSE
"FBgn0040271","FBgn0040271",0.0717730000748376,0.262667419510684,-43.4115270690201,-48.4739702709957,7,2,927.168574531976,0,0,FALSE
"FBgn0040273","FBgn0040273",0.0992798676248854,0.322159144028655,-45.3158780851676,-49.9438611174789,7,2,1240.34291617527,0,0,FALSE
"FBgn0040279","FBgn0040279",0.695744822393051,0.999999795904049,-25.7202543839654,-27.2340080911456,7,2,17.7870746806495,0,0,FALSE
"FBgn0040281","FBgn0040281",0.997537634366747,0.999999795904049,-30.7539304933533,-30.9066994242919,7,2,54.8853202905601,0,0,FALSE
"FBgn0040283","FBgn0040283",0.507238750193851,0.900712107960356,-43.2210032247397,-45.3704281820591,7,2,1018.20085899737,0,0,FALSE
"FBgn0040284","FBgn0040284",0.000185923168554983,0.00588981042105629,-51.1456837516147,-63.3207799438323,7,2,2669.51506730622,0,0,FALSE
"FBgn0040285","FBgn0040285",0.00092854649131755,0.0214546336162184,-52.8631716958282,-63.2061071694521,7,2,1984.30831766852,0,0,FALSE
"FBgn0040290","FBgn0040290",0.653286500171934,0.999999795904049,-33.2741857583384,-34.9259990499639,7,2,85.8801818316312,0,0,FALSE
"FBgn0040294","FBgn0040294",0.00102481195595426,0.023128690304836,-39.9223234675289,-50.1515604717204,7,2,485.475909968029,0,0,FALSE
"FBgn0040297","FBgn0040297",0.00637720183704692,0.0723420334537877,-55.9379483669397,-64.022555859672,7,2,2441.53096141085,0,0,FALSE
"FBgn0040298","FBgn0040298",0.329164032817493,0.702798839205632,-36.6410716023288,-39.5264702523623,7,2,315.480989774387,0,0,FALSE
"FBgn0040299","FBgn0040299",0.293711697803031,0.654969134040141,-50.4361251642179,-53.5014567304155,7,2,296.941819062874,0,0,FALSE
"FBgn0040305","FBgn0040305",0.0894120121005435,0.300659700632039,-52.0350639697678,-56.8044177464238,7,2,1272.19541702648,0,0,FALSE
"FBgn0040308","FBgn0040308",0.000141472563270064,0.00487906115987053,-48.530093736176,-61.0129605227862,7,2,1278.65040662189,0,0,FALSE
"FBgn0040309","FBgn0040309",0.00820249159229816,0.0838330564053714,-65.9315095782109,-73.7139741433247,7,2,8241.81803099919,0,0,FALSE
"FBgn0040318","FBgn0040318",0.0282585937956458,0.155228258268589,-33.581790333848,-39.8443900910191,7,2,75.5463680109009,0,0,FALSE
"FBgn0040319","FBgn0040319",0.0880748343324128,0.297463139126322,-59.7947257617324,-64.5843308421328,7,2,6453.41163916904,0,0,FALSE
"FBgn0040321","FBgn0040321",0.551241888744767,0.942197429286606,-61.2644255734247,-63.2580894572544,7,2,2919.83071278415,0,0,FALSE
"FBgn0040322","FBgn0040322",0.476434541610908,0.871135746550173,-47.1140510065789,-49.3769674611671,7,2,857.980200649401,0,0,FALSE
"FBgn0040323","FBgn0040323",0.46781643041009,0.863367030262566,-42.781706248207,-45.0771478144619,7,2,450.756487210375,0,0,FALSE
"FBgn0040324","FBgn0040324",0.103307164200674,0.33033892027933,-51.7547296678206,-56.3286954294427,7,2,1317.90032086555,0,0,FALSE
"FBgn0040333","FBgn0040333",0.0162374959418551,0.118085814572117,-47.39256461198,-54.3440615688081,7,2,390.743483871943,0,0,FALSE
"FBgn0040334","FBgn0040334",0.0428694471548949,0.192699197130927,-41.3243626535503,-47.0578152943626,7,2,396.135297364423,0,0,FALSE
"FBgn0040336","FBgn0040336",0.00322254063547017,0.0490193147088699,-44.4208452909015,-53.3154433818871,7,2,652.227088651654,0,0,FALSE
"FBgn0040337","FBgn0040337",0.286002588317139,0.643861841799154,-40.8929672439052,-43.9996778784344,7,2,571.740981896182,0,0,FALSE
"FBgn0040338","FBgn0040338",0.922618714352159,0.999999795904049,-33.525976964847,-34.2336886583605,7,2,34.400026671478,0,0,FALSE
"FBgn0040339","FBgn0040339",0.94541405775992,0.999999795904049,-38.4205061024635,-39.0177030785407,7,2,353.537537221606,0,0,FALSE
"FBgn0040340","FBgn0040340",0.778544130603775,0.999999795904049,-59.5613440699297,-60.8045364909006,7,2,2638.28436626026,0,0,FALSE
"FBgn0040341","FBgn0040341",0.988909951600965,0.999999795904049,-52.4927725523637,-52.7826664659753,7,2,964.533907784456,0,0,FALSE
"FBgn0040342","FBgn0040342",0.0564710284767104,0.225401180367987,-43.1606718488536,-48.5379154563572,7,2,120.888777126262,0,0,FALSE
"FBgn0040343","FBgn0040343",0.169522105029118,0.459653081839216,-35.1955135879265,-39.0792731030456,7,2,60.5024026939899,0,0,FALSE
"FBgn0040344","FBgn0040344",0.0549010529441859,0.221797951414945,-41.8400218443035,-47.2539713828269,7,2,817.000844442787,0,0,FALSE
"FBgn0040345","FBgn0040345",0.0482214019405617,0.206043406991253,-50.0629874350759,-55.6450456685427,7,2,554.655750494889,0,0,FALSE
"FBgn0040346","FBgn0040346",0.616953772296324,0.996168775891892,-39.7328295283633,-41.5041227858551,7,2,659.512901511954,0,0,FALSE
"FBgn0040347","FBgn0040347",0.556840491768214,0.946950187090132,-30.2922975152607,-32.2665952276326,7,2,81.452549102805,0,0,FALSE
"FBgn0040348","FBgn0040348",0.0335368905003836,0.169097421961243,-36.1293369933415,-42.1757825256718,7,2,161.609385665615,0,0,FALSE
"FBgn0040349","FBgn0040349",0.0882997096890879,0.298064738444216,-61.0145923186608,-65.800771956866,7,2,3784.2238258537,0,0,FALSE
"FBgn0040350","FBgn0040350",0.00087364907768969,0.0206287257770844,-53.1535383895384,-63.5666301907554,7,2,1415.9624756977,0,0,FALSE
"FBgn0040351","FBgn0040351",0.543680462979685,0.936275850103029,-27.8730939661635,-29.8930624413764,7,2,48.5807887283147,0,0,FALSE
"FBgn0040352","FBgn0040352",0.57194239728212,0.959821657907351,-27.6304162888148,-29.5529120135275,7,2,26.216049849513,0,0,FALSE
"FBgn0040355","FBgn0040355",0.289104324903811,0.648227885050711,-40.3838737603391,-43.4738296661275,7,2,119.829042082566,0,0,FALSE
"FBgn0040356","FBgn0040356",0.0553558209817382,0.222762175772143,-44.7052247155519,-50.1084413393036,7,2,298.134487030173,0,0,FALSE
"FBgn0040358","FBgn0040358",0.0745264146931943,0.268463817477259,-21.341379631112,-26.3539429833112,7,2,9.22533638007352,0,0,FALSE
"FBgn0040359","FBgn0040359",0.991356423497644,0.999999795904049,-23.696950745626,-23.9571617285722,7,2,7.3575428405396,0,0,FALSE
"FBgn0040360","FBgn0040360",0.676736720813505,0.999999795904049,-19.6158430341814,-21.1912854064347,7,2,6.34483157908193,0,0,FALSE
"FBgn0040361","FBgn0040361",0.75630633216492,0.999999795904049,-24.4126222568683,-25.7292496903877,7,2,11.3273790171934,0,0,FALSE
"FBgn0040362","FBgn0040362",0.0427959420019924,0.192548285436479,-49.775639811135,-55.5112938035312,7,2,547.909691864792,0,0,FALSE
"FBgn0040363","FBgn0040363",0.835946582509664,0.999999795904049,-29.5382248775924,-30.5853834608492,7,2,16.4549870425722,0,0,FALSE
"FBgn0040364","FBgn0040364",0.182712651675399,0.483893048753344,-52.2908614046025,-56.0668842117309,7,2,639.258068167971,0,0,FALSE
"FBgn0040365","FBgn0040365",0.190335181907967,0.497029693598537,-44.1406668727416,-47.8574865734318,7,2,201.560634080292,0,0,FALSE
"FBgn0040366","FBgn0040366",0.761223952289228,0.999999795904049,-32.8265574910983,-34.1270225183959,7,2,92.4875289338012,0,0,FALSE
"FBgn0040368","FBgn0040368",0.0475391106361182,0.204580451374836,-56.3455176758715,-61.9459662506687,7,2,1214.3384812175,0,0,FALSE
"FBgn0040370","FBgn0040370",0.758675994714366,0.999999795904049,-26.560035593898,-27.8688795877689,7,2,30.3872605313388,0,0,FALSE
"FBgn0040371","FBgn0040371",0.0329081929202065,0.16713718616248,-63.2578900742727,-69.3283060100426,7,2,2966.12236810591,0,0,FALSE
"FBgn0040372","FBgn0040372",0.5285788199147,0.92203321744682,-44.4511074885007,-46.5241573337328,7,2,744.549212185359,0,0,FALSE
"FBgn0040373","FBgn0040373",0.663566006231711,0.999999795904049,-30.4186637879284,-32.0369484100187,7,2,65.3956345507442,0,0,FALSE
"FBgn0040375","FBgn0040375",0.977869991551456,0.999999795904049,-41.6662619581112,-42.0596431010354,7,2,449.876498375051,0,0,FALSE
"FBgn0040376","FBgn0040376",0.918691105547958,0.999999795904049,-58.6750219643706,-59.4003579028438,7,2,2804.54784866003,0,0,FALSE
"FBgn0040377","FBgn0040377",0.90903953383753,0.999999795904049,-40.1232836119284,-40.8905974294545,7,2,347.500812777982,0,0,FALSE
"FBgn0040382","FBgn0040382",0.0352382438124585,0.172877959182997,-51.7731267725099,-57.7567897438126,7,2,2884.30751270283,0,0,FALSE
"FBgn0040383","FBgn0040383",0.682629744676598,0.999999795904049,-50.7460704573242,-52.302374957386,7,2,1736.45129868062,0,0,FALSE
"FBgn0040384","FBgn0040384",0.651923366733268,0.999999795904049,-57.9803592988194,-59.6366260365238,7,2,3396.29369648255,0,0,FALSE
"FBgn0040388","FBgn0040388",0.982817833072109,0.999999795904049,-36.0447681811377,-36.3961393243776,7,2,151.251064947471,0,0,FALSE
"FBgn0040389","FBgn0040389",0.996276230093976,0.999999795904049,-41.315772066955,-41.4975088967595,7,2,344.597726086582,0,0,FALSE
"FBgn0040391","FBgn0040391",0.016463298493546,0.118635440999318,-53.6787772899529,-60.6132782173283,7,2,963.713741362143,0,0,FALSE
"FBgn0040392","FBgn0040392",0.90273936338079,0.999999795904049,-22.6741612235144,-23.4679837872394,7,2,13.936625372551,0,0,FALSE
"FBgn0040394","FBgn0040394",0.669965039803226,0.999999795904049,-46.6533064525702,-48.2507621052283,7,2,1588.4228561378,0,0,FALSE
"FBgn0040395","FBgn0040395",0.282471206372422,0.639534115212552,-47.0591060706308,-50.1850707335734,7,2,1208.65791060287,0,0,FALSE
"FBgn0040396","FBgn0040396",0.286319732420539,0.644269014734461,-46.2941741694274,-49.3991650124433,7,2,942.596479795059,0,0,FALSE
"FBgn0040397","FBgn0040397",0.0180885590358452,0.123500818348771,-46.4292695535393,-53.2476848464088,7,2,682.953052213134,0,0,FALSE
"FBgn0040398","FBgn0040398",0.097381695649095,0.317915248887533,-70.5315183512999,-75.1856608410592,7,2,8755.66871110959,0,0,FALSE
"FBgn0040465","FBgn0040465",0.952891538625636,0.999999795904049,-25.0310772264572,-25.5878844008164,7,2,21.1630946065894,0,0,FALSE
"FBgn0040466","FBgn0040466",0.132712821712267,0.388429124083438,-36.5692058263674,-40.7984444425929,7,2,291.65458102552,0,0,FALSE
"FBgn0040467","FBgn0040467",0.899960266455042,0.999999795904049,-37.7499925706851,-38.5553101020526,7,2,140.079299410685,0,0,FALSE
"FBgn0040475","FBgn0040475",0.0592301544060721,0.232113244330764,-52.8263417114261,-58.1413398490696,7,2,1781.31572376658,0,0,FALSE
"FBgn0040477","FBgn0040477",0.314412177100155,0.683788722548846,-26.1180763565311,-29.0764101534749,7,2,22.7862077295729,0,0,FALSE
"FBgn0040491","FBgn0040491",0.408627753642628,0.798585258413411,-46.7512728486387,-49.2811648726894,7,2,741.174354808013,0,0,FALSE
"FBgn0040493","FBgn0040493",0.810009581510561,0.999999795904049,-60.1258509705707,-61.2630844854456,7,2,5085.08745756274,0,0,FALSE
"FBgn0040496","FBgn0040496",0.0550019126078223,0.221941435254965,-44.4125733038998,-49.8241352731734,7,2,265.173612784182,0,0,FALSE
"FBgn0040502","FBgn0040502",0.513222961385969,0.907227358329294,-20.1731062210038,-22.3009419610602,7,2,8.23023163635025,0,0,FALSE
"FBgn0040503","FBgn0040503",0.977376640017153,0.999999795904049,-23.9123306265675,-24.3096294681959,7,2,10.9524602810828,0,0,FALSE
"FBgn0040505","FBgn0040505",0.270309040894042,0.620775330588547,-44.019859405302,-47.2136584112536,7,2,467.189674774136,0,0,FALSE
"FBgn0040506","FBgn0040506",0.123998712933216,0.372262002249333,-37.8540632192375,-42.1775770032198,7,2,91.8253046342487,0,0,FALSE
"FBgn0040507","FBgn0040507",0.384890784479615,0.769606057648955,-48.3562592941114,-50.986646730359,7,2,318.375707738132,0,0,FALSE
"FBgn0040508","FBgn0040508",0.0520734414020867,0.214987881315067,-58.0866140793256,-63.5692366396366,7,2,1577.87973714494,0,0,FALSE
"FBgn0040509","FBgn0040509",0.031657258893197,0.1642330266849,-39.2923903803203,-45.411827971214,7,2,141.847191033749,0,0,FALSE
"FBgn0040510","FBgn0040510",0.0315027882518878,0.163856627452798,-55.9919937393191,-62.1176124304276,7,2,1285.24952004307,0,0,FALSE
"FBgn0040512","FBgn0040512",0.99869593441644,0.999999795904049,-49.0958230016702,-49.2131098109542,7,2,1138.90888078474,0,0,FALSE
"FBgn0040513","FBgn0040513",0.896717680695224,0.999999795904049,-46.1841265102618,-47.0027138062584,7,2,386.730626846174,0,0,FALSE
"FBgn0040519","FBgn0040519",0.0154525840977099,0.115027688748609,-66.2415236658738,-73.2539287675049,7,2,4806.66231108679,0,0,FALSE
"FBgn0040524","FBgn0040524",0.126984540496162,0.377743262380978,-40.3019771466712,-44.5925338927953,7,2,331.269727913381,0,0,FALSE
"FBgn0040528","FBgn0040528",0.976227602278023,0.999999795904049,-58.5511633347535,-58.9574257412186,7,2,2337.19150842046,0,0,FALSE
"FBgn0040529","FBgn0040529",0.767332055154113,0.999999795904049,-67.881464846125,-69.1617983762795,7,2,9645.36771741028,0,0,FALSE
"FBgn0040531","FBgn0040531",0.01363614076957,0.108136089427953,-28.33671587383,-35.5023906906551,7,2,26.3822159022334,0,0,FALSE
"FBgn0040532","FBgn0040532",0.0491004764696144,0.207768169092638,-52.4955778468363,-58.0543005062896,7,2,1526.92053504764,0,0,FALSE
"FBgn0040534","FBgn0040534",0.0595955043046655,0.23306048350126,-35.0778210588086,-40.3847818665403,7,2,287.710076776504,0,0,FALSE
"FBgn0040551","FBgn0040551",0.00014027301572718,0.00484963645978265,-39.2846258422062,-51.7770701013809,7,2,340.895306928223,0,0,FALSE
"FBgn0040554","FBgn0040554",0.919039692014717,0.999999795904049,-26.3492829626451,-27.0730682739679,7,2,23.2864330914713,0,0,FALSE
"FBgn0040571","FBgn0040571",0.872110453923696,0.999999795904049,-19.8481399642107,-20.7632217423845,7,2,8.06770881049077,0,0,FALSE
"FBgn0040575","FBgn0040575",0.707413145874189,0.999999795904049,-34.4659106880136,-35.941822684276,7,2,195.540061946431,0,0,FALSE
"FBgn0040582","FBgn0040582",0.95965753656583,0.999999795904049,-63.9841149472949,-64.5018313860543,7,2,3896.16458794072,0,0,FALSE
"FBgn0040588","FBgn0040588",0.0213248138994009,0.134262743793848,-31.6214367956169,-38.2359322539107,7,2,90.2238545552093,0,0,FALSE
"FBgn0040600","FBgn0040600",0.647051783373088,0.999999795904049,-61.7655802242601,-63.4377783924098,7,2,4355.12809233665,0,0,FALSE
"FBgn0040601","FBgn0040601",0.499267928740251,0.89403034127908,-25.0735687790013,-27.2519710807646,7,2,18.7644509587554,0,0,FALSE
"FBgn0040602","FBgn0040602",0.974114688550189,0.999999795904049,-23.8801396303397,-24.3023445894051,7,2,14.7268747391937,0,0,FALSE
"FBgn0040606","FBgn0040606",0.820718474206986,0.999999795904049,-78.1892773118916,-79.2896839971375,7,2,20301.3451850331,0,0,FALSE
"FBgn0040608","FBgn0040608",0.633691222373601,0.999999795904049,-35.1174606337826,-36.8334925975034,7,2,139.88791982913,0,0,FALSE
"FBgn0040609","FBgn0040609",2.77637175739528e-130,3.88747573470487e-126,-46.5692029170935,-353.192756351729,7,2,1606.8666692803,0,0,FALSE
"FBgn0040628","FBgn0040628",0.98967552081578,0.999999795904049,-48.955558120629,-49.2365746350285,7,2,638.492015708008,0,0,FALSE
"FBgn0040629","FBgn0040629",0.00867066348980666,0.0864719588207072,-37.9598302688608,-45.6753874360884,7,2,83.7512037182208,0,0,FALSE
"FBgn0040634","FBgn0040634",0.0300318439421537,0.160314860418618,-35.8781520941693,-42.0641238014354,7,2,152.178077466418,0,0,FALSE
"FBgn0040636","FBgn0040636",0.0350655683151695,0.172579292635854,-46.1793794048204,-52.1692812024302,7,2,817.134063237075,0,0,FALSE
"FBgn0040648","FBgn0040648",0.0667982009226333,0.250887448851586,-39.0432772550162,-44.2005423470943,7,2,145.523035925175,0,0,FALSE
"FBgn0040649","FBgn0040649",0.0269169757895367,0.151178016174987,-43.6767796963835,-50.0004744639554,7,2,267.206158190568,0,0,FALSE
"FBgn0040650","FBgn0040650",0.858921926846901,0.999999795904049,-30.9382693143952,-31.9026129599301,7,2,101.349825729287,0,0,FALSE
"FBgn0040651","FBgn0040651",0.0471809178957495,0.20377150289213,-43.7421647053099,-49.35236795833,7,2,252.6231911089,0,0,FALSE
"FBgn0040653","FBgn0040653",0.00354267813185292,0.0515684061651139,-61.9103844487878,-70.6933312494247,7,2,3528.71558877199,0,0,FALSE
"FBgn0040658","FBgn0040658",0.58809919951308,0.972433277229824,-46.0529313208119,-47.9206503448041,7,2,968.723218849293,0,0,FALSE
"FBgn0040660","FBgn0040660",0.985042289594493,0.999999795904049,-60.0035899986287,-60.3340709325096,7,2,3880.61683296122,0,0,FALSE
"FBgn0040666","FBgn0040666",0.996367069885543,0.999999795904049,-39.8081487874239,-39.9880034939301,7,2,449.756114053867,0,0,FALSE
"FBgn0040670","FBgn0040670",0.0165484295975981,0.118932749754148,-41.3171850793036,-48.2453365545281,7,2,205.930113123507,0,0,FALSE
"FBgn0040674","FBgn0040674",0.0677336410276507,0.253254237009341,-45.9176502940286,-51.0565934355704,7,2,341.054329403124,0,0,FALSE
"FBgn0040679","FBgn0040679",0.040547129006215,0.188037376749277,-48.0117215650026,-53.8165162306671,7,2,445.434827210227,0,0,FALSE
"FBgn0040682","FBgn0040682",0.0739753005674853,0.267579994457745,-25.6136570092984,-30.6360653261985,7,2,24.3282118160781,0,0,FALSE
"FBgn0040684","FBgn0040684",0.0570235180782042,0.227023969329262,-46.694016142629,-52.0585703748557,7,2,381.942532109591,0,0,FALSE
"FBgn0040688","FBgn0040688",0.510330340019538,0.903163346663272,-21.0308439683174,-23.169098033302,7,2,7.36446986294802,0,0,FALSE
"FBgn0040694","FBgn0040694",0.00499611308223258,0.0639447672554118,-47.5460459333343,-55.9217719621396,7,2,501.112969424734,0,0,FALSE
"FBgn0040696","FBgn0040696",0.0558614080599749,0.223962956168492,-46.5132448365994,-51.904626047698,7,2,369.065615333037,0,0,FALSE
"FBgn0040697","FBgn0040697",0.0290874150740897,0.15726433829782,-20.5899863073159,-26.8162145649875,7,2,10.2086031161295,0,0,FALSE
"FBgn0040705","FBgn0040705",0.0100345137240277,0.0925581430591808,-36.0276715228583,-43.5666341049792,7,2,159.614871033618,0,0,FALSE
"FBgn0040717","FBgn0040717",0.395861849485181,0.783442772648976,-29.4367859384207,-32.0201988534527,7,2,44.6673753926011,0,0,FALSE
"FBgn0040718","FBgn0040718",0.0676865644873031,0.253205256732893,-32.6478225727714,-37.7876821153562,7,2,78.822977833624,0,0,FALSE
"FBgn0040719","FBgn0040719",0.0410235800245679,0.188580760501636,-39.6723081766434,-45.4621557760749,7,2,151.443545848842,0,0,FALSE
"FBgn0040723","FBgn0040723",0.0199368989490942,0.130031226560506,-54.1866349965457,-60.8846637953354,7,2,653.715733281305,0,0,FALSE
"FBgn0040725","FBgn0040725",0.028325241963881,0.155347204008274,-47.5889637388052,-53.8486012868747,7,2,264.455479108895,0,0,FALSE
"FBgn0040726","FBgn0040726",0.776607069869781,0.999999795904049,-28.7444559122148,-29.9940840615149,7,2,47.21671202626,0,0,FALSE
"FBgn0040729","FBgn0040729",0.202108734772601,0.516033279410276,-44.9333126697001,-48.562602371028,7,2,149.66159141047,0,0,FALSE
"FBgn0040730","FBgn0040730",0.0309482380662707,0.162284108706985,-25.6874053270568,-31.8354550299176,7,2,16.4785569541926,0,0,FALSE
"FBgn0040732","FBgn0040732",0.594601533361739,0.978626612859893,-85.2635721230335,-87.1094156639611,7,2,46435.7486614327,0,0,FALSE
"FBgn0040733","FBgn0040733",0.991528598248018,0.999999795904049,-63.8103994430536,-64.0683615881861,7,2,4061.34327878936,0,0,FALSE
"FBgn0040734","FBgn0040734",0.0929104058566788,0.308131573378782,-52.6387832195964,-57.3564459322134,7,2,864.124488888029,0,0,FALSE
"FBgn0040735","FBgn0040735",0.995096135282318,0.999999795904049,-58.9275090881401,-59.1316901947092,7,2,2007.54995457748,0,0,FALSE
"FBgn0040736","FBgn0040736",0.00423538604567076,0.0574650941438483,-67.4538761301249,-76.025667613814,7,2,7088.41875814692,0,0,FALSE
"FBgn0040743","FBgn0040743",0.362337911469787,0.744252422226808,-25.4178869044057,-28.1479504097912,7,2,18.9101234836295,0,0,FALSE
"FBgn0040747","FBgn0040747",0.0372640602858952,0.178505430079749,-61.8844301630927,-67.7969958051166,7,2,2577.1183193819,0,0,FALSE
"FBgn0040751","FBgn0040751",0.928089348645279,0.999999795904049,-33.1666457282279,-33.8492106663502,7,2,180.111546671574,0,0,FALSE
"FBgn0040752","FBgn0040752",0.821919513152761,0.999999795904049,-54.2845029109438,-55.3807495940564,7,2,1712.72339864621,0,0,FALSE
"FBgn0040754","FBgn0040754",0.967462018802228,0.999999795904049,-43.8881504841293,-44.356805582641,7,2,593.680171909587,0,0,FALSE
"FBgn0040755","FBgn0040755",0.00812209179494324,0.0835602713540009,-40.2470940854301,-48.0414211130712,7,2,157.229079102532,0,0,FALSE
"FBgn0040759","FBgn0040759",0.311531568435426,0.679812804959565,-40.2124474065544,-43.1853323444182,7,2,97.7911774065623,0,0,FALSE
"FBgn0040763","FBgn0040763",0.0045841694320518,0.0606348001296134,-54.7929757368503,-63.270933050069,7,2,1212.08685747295,0,0,FALSE
"FBgn0040765","FBgn0040765",0.745653278835255,0.999999795904049,-46.6509407208191,-48.0024612600637,7,2,856.518282262529,0,0,FALSE
"FBgn0040773","FBgn0040773",0.984546650172004,0.999999795904049,-63.1755521417552,-63.5108188078205,7,2,4726.72251563949,0,0,FALSE
"FBgn0040777","FBgn0040777",0.00544855658485479,0.0666770183618369,-57.757783507897,-66.0303073614575,7,2,5857.25674619594,0,0,FALSE
"FBgn0040778","FBgn0040778",0.0205350090439477,0.132137498452829,-40.9146648250846,-47.5760309543278,7,2,193.424566854145,0,0,FALSE
"FBgn0040780","FBgn0040780",0.801702991675988,0.999999795904049,-31.9975062815197,-33.1630071819304,7,2,74.7485533584936,0,0,FALSE
"FBgn0040784","FBgn0040784",0.348190184781656,0.727431088047071,-39.0675913273348,-41.8625343560368,7,2,101.518656593608,0,0,FALSE
"FBgn0040786","FBgn0040786",0.807573347274949,0.999999795904049,-33.6556089108302,-34.8011582374449,7,2,113.671511497436,0,0,FALSE
"FBgn0040793","FBgn0040793",0.915676759925305,0.999999795904049,-60.9433014533169,-61.6819412362114,7,2,3316.34358233784,0,0,FALSE
"FBgn0040795","FBgn0040795",0.0710877323997291,0.261252081118374,-25.5617405515622,-30.6368744602745,7,2,20.7802751382703,0,0,FALSE
"FBgn0040805","FBgn0040805",0.120406145753179,0.36483179136401,-48.8684427455989,-53.2325747435274,7,2,784.589834301669,0,0,FALSE
"FBgn0040812","FBgn0040812",0.00181527310032298,0.0336655019214865,-47.7426737604491,-57.3093260383693,7,2,528.465851606896,0,0,FALSE
"FBgn0040813","FBgn0040813",0.798992614844594,0.999999795904049,-82.0392492285539,-83.2139229407346,7,2,31952.8393563049,0,0,FALSE
"FBgn0040814","FBgn0040814",0.0059902251663118,0.0699857960059807,-48.5928269683039,-56.7522704056383,7,2,530.451080877345,0,0,FALSE
